species,common_name,lat,lon,year,state_code
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.6085,150.7223,2006,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.5756,149.584,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.2669,149.3042,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.5106,142.1774,2024,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.2187,149.7687,2005,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5704,151.7205,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.2196,153.1477,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2933,149.4804,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3541,148.5674,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.3337,148.712,1992,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5691,149.1156,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7971,151.3443,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.5735,145.1096,1963,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-27.9099,153.3771,2015,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.9439,148.6268,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.6931,115.0369,,WA
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.7742,145.5897,2023,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5366,150.334,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3105,150.1262,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.1835,149.3549,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.2508,149.1202,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.3342,150.1893,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5962,149.1224,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.2362,149.7593,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7283,152.15,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-27.8399,153.12,2024,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7874,151.8969,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.766,153.1325,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.5794,153.3269,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-40.8818,148.068,1976,TAS
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.57,145.1,1962,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.7623,150.2036,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.6603,149.2175,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.63,150.7658,2006,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4607,149.209,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.408,150.2634,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.4719,153.1678,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.1963,151.4278,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3606,149.3265,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1031,150.6167,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5458,149.1249,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.9212,152.2332,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.741,150.2487,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-27.4196,153.5375,2025,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.0203,150.0292,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.7881,149.6666,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.4757,150.2269,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.61,149.1429,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3605,149.3322,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.8578,149.4299,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7303,152.1467,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.0559,146.9914,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.0848,149.693,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-26.3567,153.0469,2003,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.6344,145.1138,2021,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.8927,149.8981,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.4047,150.4991,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.6824,150.7532,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.6817,152.9337,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.3126,144.3166,2018,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2586,149.2663,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.7849,144.207,2021,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.3386,151.0658,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.7504,149.5403,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.932,149.4194,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4823,149.1859,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.9497,150.7867,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.577,150.2954,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.5074,148.9388,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-14.7198,143.4956,1978,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.6058,149.6741,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.7992,147.2669,2006,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3364,151.5782,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.3834,149.2012,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.736,150.7531,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.389,144.2669,2021,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.6597,151.1854,2009,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3316,151.5834,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4358,151.477,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.6321,145.5739,2019,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.0168,141.1097,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.5735,145.1096,1960,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.0179,152.2371,2000,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.6255,149.5627,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-19.3833,146.7167,2001,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.1795,149.1493,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.2231,149.3702,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.0409,152.7481,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.9861,150.7169,2011,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6442,149.1722,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5486,150.3743,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.8978,147.6338,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.8485,147.455,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.3792,149.9053,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.5644,145.873,1994,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.426,150.1413,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.5006,153.2247,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-25.6125,152.8708,2025,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5629,150.3743,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.6632,145.2935,2026,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.3419,150.8864,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5785,151.0069,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.2058,150.2727,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5507,149.2392,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4254,149.2413,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.8809,150.6043,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6474,149.1413,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.5506,150.3964,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.6669,150.2084,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.7016,152.9867,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.3319,141.9847,1962,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.1921,153.1498,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.7372,150.2191,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1121,150.6266,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.2402,144.2763,1977,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3364,151.5782,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7761,151.3115,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.0077,150.0295,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.3153,149.1617,2020,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.9305,149.8774,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.9829,150.1391,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.5735,145.1096,1960,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5826,149.1735,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.0138,152.1756,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.376,149.2328,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4788,152.8102,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.3834,149.2012,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.0364,150.6473,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.5505,143.4285,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5739,149.2254,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.253,149.0724,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.208,153.1466,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-28.4913,152.9354,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4049,148.4344,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.4332,153.3406,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.5173,150.6572,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.7608,150.7291,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.279,149.7604,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.472,148.2783,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3587,148.5619,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.3709,150.0609,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.9587,150.7666,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.252,147.539,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.4871,150.5675,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2559,149.1868,2015,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.9351,147.1366,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.4486,150.2977,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.1745,145.0734,1987,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.5075,149.7873,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-28.7372,152.6244,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.8424,150.5808,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4592,148.9204,2026,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.595,149.2072,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-27.7559,153.0719,2024,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-28.8726,152.7978,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2328,149.3403,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4186,152.7118,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4925,149.169,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3634,150.2857,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6299,149.1386,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.7345,150.4783,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.7568,143.6763,1982,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.3651,150.1606,2005,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.7372,150.2191,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3663,150.2732,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.8927,149.898,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.7623,150.2036,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.0052,150.219,2005,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2418,147.8657,1995,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5785,151.0069,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4432,152.7952,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.515,148.4699,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.4036,149.9284,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.3549,150.8869,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.9569,150.135,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.8985,141.5309,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.6569,150.7334,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.2312,149.4785,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.875,151.3677,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.4763,149.2555,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.9307,148.4739,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1712,149.3285,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.0691,150.5136,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.3625,149.7201,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.722,150.5143,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.6916,152.11,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.5267,149.4094,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.4923,149.7656,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7194,151.8694,2009,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.3877,144.9562,2022,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6197,149.1474,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.6903,145.1226,2021,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.3778,149.2867,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6063,149.1878,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.3895,149.8716,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.3507,149.0458,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5574,149.2364,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.372,144.1145,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.9451,149.8976,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.0767,146.9385,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.2836,149.3681,2008,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.9668,151.5167,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5516,150.3488,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.472,148.2783,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4403,152.8867,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.3915,147.3525,1979,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.9014,147.7943,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4023,149.1991,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1806,147.3788,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.4529,150.2312,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7649,151.2802,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.4888,151.6426,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6286,149.1489,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4005,148.4345,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.4871,150.5675,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.1524,150.0786,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.7518,144.1087,2010,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5909,149.1781,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.3042,150.7859,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.8247,151.1334,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.4137,149.6084,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6299,149.1386,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.1396,148.6359,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.01,145.4599,2021,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.8057,150.8452,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.7355,146.9624,2025,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-23.4936,150.4752,2021,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.9305,149.8774,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.8035,145.015,2025,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5767,149.107,2015,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.5448,145.9976,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.6002,149.9118,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1082,147.3598,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4402,151.4777,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.1902,152.5856,1993,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1036,150.6279,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.5907,151.6041,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.4151,149.6099,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.32,149.1621,2020,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.8135,148.3376,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7449,149.9874,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1083,150.6238,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.0108,149.388,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.6954,150.6025,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-27.0093,151.5471,2025,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.8895,152.4445,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6009,149.1551,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-25.4663,152.7504,,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6299,149.1386,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.0303,151.6733,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.4612,145.4007,2016,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7119,151.4556,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.875,143.82,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.8243,148.6947,2022,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1712,149.3285,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.7427,147.9647,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.3719,151.0,2002,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.963,145.3056,2025,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.8716,148.1598,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.5402,145.1263,1977,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5753,151.716,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.7074,150.0324,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.4283,150.3162,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.695,151.8786,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.8913,153.0567,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.8831,147.8776,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.7289,152.1519,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.6244,152.9563,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.022,149.214,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-34.0802,150.5039,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.4433,148.6332,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-38.1993,141.6941,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4284,148.2846,1982,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6387,149.1399,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.6954,150.6025,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4995,149.1781,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.1522,153.0895,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.6477,148.83,1991,ACT
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.45,149.8614,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.4358,151.477,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5648,151.7165,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.3039,150.7911,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.1699,146.9235,2022,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.5594,149.2235,2017,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6126,149.2101,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-14.8547,144.1593,,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.6145,149.5733,2016,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.8847,146.9037,2018,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-29.9587,150.7666,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-33.6169,150.7393,2010,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.4202,148.8598,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.3889,144.2677,2025,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.6417,151.1977,2009,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6096,152.023,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.5823,149.2374,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-32.3271,150.6764,2004,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.883,147.8831,2014,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.3735,142.1264,1982,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-28.829,153.129,2024,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-31.3961,150.6746,2023,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6211,149.1367,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.6299,149.1386,2019,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.0877,149.8387,2015,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-25.9316,152.6059,2024,QLD
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.4005,148.4345,2013,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.0138,152.1756,2012,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-30.4542,149.2529,2020,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.7271,143.0087,1996,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1371,149.3374,2025,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-35.1841,149.2315,2021,NSW
eastern_grey_kangaroo,Eastern Grey Kangaroo,-37.9963,141.0364,2013,VIC
eastern_grey_kangaroo,Eastern Grey Kangaroo,-36.9991,145.9735,1988,VIC
